LEAID,STATE,NAME,GRAD_RATE_2015_16,ALL_RATE_1516,
2804650,MISSISSIPPI,WEST TALLAHATCHIE SCHOOL DISTRICT,57,GE90,
2804680,MISSISSIPPI,WESTERN LINE SCHOOL DISTRICT,131,80-84,
2804710,MISSISSIPPI,WILKINSON CO SCHOOL DIST,83,70-74,
2804740,MISSISSIPPI,WINONA SEPARATE SCHOOL DIST,69,85-89,
2804770,MISSISSIPPI,YAZOO CITY MUNICIPAL SCHOOL DIST,158,70-74,
2804800,MISSISSIPPI,YAZOO CO SCHOOL DIST,115,80-84,
2900001,MISSOURI,MARIES CO. R-II,55,80-89,
2900002,MISSOURI,SOUTH HARRISON CO. R-II,59,GE90,
2900003,MISSOURI,PORTAGEVILLE,71,GE95,
2900004,MISSOURI,NEW MADRID CO. R-I,91,GE95,
2900009,MISSOURI,DIVISION OF YOUTH SERVICE,201,35,
2900014,MISSOURI,HOGAN PREPARATORY ACADEMY,77,85-89,
2900020,MISSOURI,MO SCHOOL FOR THE DEAF,6,GE50,
2900021,MISSOURI,MO SCHOOL FOR THE BLIND,3,PS,
2900022,MISSOURI,MO SCHLS FOR THE SEV DISABLED,62,LE5,
2900025,MISSOURI,ALLEN VILLAGE,26,GE80,
2900027,MISSOURI,UNIVERSITY ACADEMY,38,GE90,
2900029,MISSOURI,ALTA VISTA CHARTER SCH.,74,60-64,
2900574,MISSOURI,LIFT FOR LIFE ACADEMY,75,GE95,
2900579,MISSOURI,CONFLUENCE ACADEMIES,119,90-94,
2900590,MISSOURI,FRONTIER SCHOOL OF INNOVATION,40,80-89,
2900592,MISSOURI,GATEWAY SCIENCE ACAD/ST LOUIS,37,GE90,
2900593,MISSOURI,DELASALLE CHARTER SCHOOL,87,50-54,
2900595,MISSOURI,GRAND CENTER ARTS ACADEMY,99,GE95,
2901000,MISSOURI,COLUMBIA 93,1291,90,
2902850,MISSOURI,ADRIAN R-III,60,GE90,
2902880,MISSOURI,ADVANCE R-IV,20,GE80,
2902910,MISSOURI,AFFTON 101,195,90-94,
2902970,MISSOURI,ALBANY R-III,35,80-89,
2903000,MISSOURI,SANTA FE R-X,36,GE90,
2903060,MISSOURI,ALTON R-IV,33,GE90,
2903120,MISSOURI,APPLETON CITY R-II,31,GE90,
2903150,MISSOURI,ARCADIA VALLEY R-II,102,90-94,
2903200,MISSOURI,ARCHIE R-V,38,GE90,
2903270,MISSOURI,ASH GROVE R-IV,63,90-94,
2903480,MISSOURI,ATLANTA C-3,16,GE80,
2904020,MISSOURI,AURORA R-VIII,151,GE95,
2904050,MISSOURI,AVA R-I,99,GE95,
2904140,MISSOURI,BAKERSFIELD R-IV,31,GE90,
2904170,MISSOURI,BALLARD R-II,14,GE50,
2904500,MISSOURI,BAYLESS,111,90-94,
2904530,MISSOURI,BELL CITY R-II,16,GE80,
2904620,MISSOURI,BELTON 124,333,83,
2904890,MISSOURI,SCOTT CO. R-IV,104,90-94,
2904950,MISSOURI,BERNIE R-XIII,37,GE90,
2904980,MISSOURI,BEVIER C-4,24,GE80,
2905070,MISSOURI,BILLINGS R-IV,28,GE80,
2905130,MISSOURI,BISMARCK R-V,32,GE90,
2905250,MISSOURI,BLOOMFIELD R-XIV,51,GE90,
2905280,MISSOURI,BLUE EYE R-V,39,GE90,
2905310,MISSOURI,BLUE SPRINGS R-IV,1131,94,
2905370,MISSOURI,BOLIVAR R-I,221,91,
2905430,MISSOURI,NORTH ST. FRANCOIS CO. R-I,231,92,
2905580,MISSOURI,BOONVILLE R-I,134,GE95,
2905610,MISSOURI,BOSWORTH R-V,4,PS,
2905640,MISSOURI,CRAWFORD CO. R-I,75,GE95,
2905660,MISSOURI,BOWLING GREEN R-I,88,90-94,
2905700,MISSOURI,BRADLEYVILLE R-I,31,GE90,
2905730,MISSOURI,DELTA C-7,18,GE80,
2905760,MISSOURI,BRANSON R-IV,367,95,
2905790,MISSOURI,ADAIR CO. R-II,16,GE80,
2905820,MISSOURI,BRAYMER C-4,24,GE80,
2905850,MISSOURI,BRECKENRIDGE R-I,3,PS,
2905880,MISSOURI,BRENTWOOD,65,GE95,
2905910,MISSOURI,BRONAUGH R-VII,8,GE50,
2905940,MISSOURI,BROOKFIELD R-III,76,GE95,
2906000,MISSOURI,LINN CO. R-I,21,GE80,
2906030,MISSOURI,BRUNSWICK R-II,19,GE80,
2906090,MISSOURI,BUCKLIN R-II,13,GE50,
2906120,MISSOURI,DALLAS CO. R-I,100,85-89,
2906150,MISSOURI,COOPER CO. R-IV,7,GE50,
2906170,MISSOURI,BUNKER R-III,16,GE80,
2906360,MISSOURI,BUTLER R-V,67,90-94,
2906430,MISSOURI,CABOOL R-IV,54,GE90,
2906450,MISSOURI,CAINSVILLE R-I,6,GE50,
2906480,MISSOURI,CALHOUN R-VIII,8,GE50,
2906510,MISSOURI,MONITEAU CO. R-I,105,90-94,
2906990,MISSOURI,CAMDENTON R-III,299,94,
2907020,MISSOURI,CAMERON R-I,122,90-94,
2907050,MISSOURI,CAMPBELL R-II,47,GE90,
2907080,MISSOURI,CANTON R-V,34,GE90,
2907120,MISSOURI,CAPE GIRARDEAU 63,284,87,
2907350,MISSOURI,CARL JUNCTION R-I,241,90,
2907380,MISSOURI,CARROLLTON R-VII,59,GE90,
2907460,MISSOURI,CARTHAGE R-IX,308,93,
2907470,MISSOURI,CARUTHERSVILLE 18,94,90-94,
2908170,MISSOURI,CASSVILLE R-IV,134,90-94,
2908250,MISSOURI,CENTER 58,160,85-89,
2908320,MISSOURI,JOHNSON CO. R-VII,57,GE90,
2908370,MISSOURI,FT. ZUMWALT R-II,1517,91,
2908400,MISSOURI,CENTRALIA R-VI,106,85-89,
2908430,MISSOURI,CHADWICK R-I,9,GE50,
2908460,MISSOURI,CHAFFEE R-II,45,GE90,
2908490,MISSOURI,OSAGE CO. R-I,15,GE50,
2908670,MISSOURI,CHARLESTON R-I,71,GE95,
2908730,MISSOURI,CHILHOWEE R-IV,17,GE80,
2908760,MISSOURI,CHILLICOTHE R-II,146,GE95,
2909120,MISSOURI,CLARKTON C-4,19,GE80,
2909720,MISSOURI,CLAYTON,224,98,
2909750,MISSOURI,CLEARWATER R-I,84,GE95,
2909780,MISSOURI,CLEVER R-V,78,GE95,
2909810,MISSOURI,CLIMAX SPRINGS R-IV,23,GE80,
2909860,MISSOURI,CLINTON,152,85-89,
2909900,MISSOURI,COLE CAMP R-I,74,GE95,
2909930,MISSOURI,BLAIR OAKS R-II,92,GE95,
2910020,MISSOURI,COMMUNITY R-VI,26,GE80,
2910080,MISSOURI,CONCORDIA R-II,25,GE80,
2910110,MISSOURI,LACLEDE CO. R-I,62,GE95,
2910140,MISSOURI,COOTER R-IV,26,GE80,
2910200,MISSOURI,COUCH R-I,21,GE80,
2910260,MISSOURI,CRAIG R-III,6,GE50,
2910290,MISSOURI,CRANE R-III,54,GE90,
2910320,MISSOURI,SHERWOOD CASS R-VIII,68,GE95,
2910350,MISSOURI,CROCKER R-II,49,GE90,
2910380,MISSOURI,CRYSTAL CITY 47,48,80-89,
2910410,MISSOURI,CRAWFORD CO. R-II,98,90-94,
2910440,MISSOURI,DADEVILLE R-II,8,GE50,
2910500,MISSOURI,DESOTO 73,217,95,
2910520,MISSOURI,LAKELAND R-III,18,GE80,
2910590,MISSOURI,BUCHANAN CO. R-IV,22,GE80,
2910620,MISSOURI,DELTA R-V,24,GE80,
2910770,MISSOURI,DEXTER R-XI,146,90-94,
2910800,MISSOURI,DIAMOND R-IV,56,GE90,
2910830,MISSOURI,DIXON R-I,85,GE95,
2910920,MISSOURI,DONIPHAN R-I,134,85-89,
2910950,MISSOURI,DORA R-III,26,GE80,
2911070,MISSOURI,DREXEL R-IV,21,GE80,
2911100,MISSOURI,EAST CARTER CO. R-II,61,GE95,
2911220,MISSOURI,EAST PRAIRIE R-II,89,GE95,
2911250,MISSOURI,EAST BUCHANAN CO. C-1,66,85-89,
2911280,MISSOURI,KNOX CO. R-I,39,GE90,
2911310,MISSOURI,EL DORADO SPRINGS R-II,85,90-94,
2911340,MISSOURI,ELDON R-I,124,GE95,
2911400,MISSOURI,ELSBERRY R-II,59,80-89,
2911450,MISSOURI,EMINENCE R-I,20,GE80,
2911550,MISSOURI,COLE CO. R-V,50,80-89,
2911580,MISSOURI,EVERTON R-III,8,GE50,
2911650,MISSOURI,EXCELSIOR SPRINGS 40,186,GE95,
2911670,MISSOURI,EXETER R-VI,26,GE80,
2911700,MISSOURI,FAIR GROVE R-X,104,90-94,
2911730,MISSOURI,FAIR PLAY R-II,27,GE80,
2911760,MISSOURI,FAIRFAX R-III,12,GE50,
2911910,MISSOURI,FARMINGTON R-VII,281,90,
2911940,MISSOURI,MID-BUCHANAN CO. R-V,43,GE90,
2911990,MISSOURI,FAYETTE R-III,49,GE90,
2912010,MISSOURI,FERGUSON-FLORISSANT R-II,876,79,
2912030,MISSOURI,FESTUS R-VI,188,GE95,
2912180,MISSOURI,FORDLAND R-III,37,GE90,
2912240,MISSOURI,FORSYTH R-III,100,GE95,
2912290,MISSOURI,FORT OSAGE R-I,384,96,
2912300,MISSOURI,FOX C-6,910,95,
2912540,MISSOURI,FREDERICKTOWN R-I,131,GE95,
2912550,MISSOURI,FULTON 58,175,90-94,
2912600,MISSOURI,GAINESVILLE R-V,54,GE90,
2912630,MISSOURI,GALENA R-II,31,GE90,
2912660,MISSOURI,GALLATIN R-V,47,GE90,
2912690,MISSOURI,GRUNDY CO. R-V,13,GE50,
2912780,MISSOURI,GIDEON 37,20,GE80,
2912870,MISSOURI,GILMAN CITY R-IV,10,GE50,
2912900,MISSOURI,GLASGOW,22,GE80,
2912930,MISSOURI,GOLDEN CITY R-III,13,GE50,
2913080,MISSOURI,GRAIN VALLEY R-V,264,GE99,
2913140,MISSOURI,GRANDVIEW C-4,288,85,
2913170,MISSOURI,GRANDVIEW R-II,79,GE95,
2913230,MISSOURI,GREEN CITY R-I,17,GE80,
2913290,MISSOURI,GREEN RIDGE R-VIII,18,GE80,
2913320,MISSOURI,GREENFIELD R-IV,14,GE50,
2913380,MISSOURI,GREENVILLE R-II,60,80-89,
2913500,MISSOURI,HALE R-I,6,GE50,
2913530,MISSOURI,HALFWAY R-III,15,GE50,
2913560,MISSOURI,HALLSVILLE R-IV,102,90-94,
2913590,MISSOURI,HAMILTON R-II,60,GE90,
2913620,MISSOURI,HANCOCK PLACE,72,GE95,
2913650,MISSOURI,HANNIBAL 60,253,94,
2913680,MISSOURI,HARDIN-CENTRAL C-2,12,GE50,
2913710,MISSOURI,HARRISBURG R-VIII,34,GE90,
2913760,MISSOURI,HARRISONVILLE R-IX,258,93,
2913770,MISSOURI,HARTVILLE R-II,49,GE90,
2913800,MISSOURI,HAYTI R-II,53,GE90,
2913830,MISSOURI,HAZELWOOD,1371,90,
2914250,MISSOURI,DUNKLIN R-V,87,85-89,
2914280,MISSOURI,GASCONADE CO. R-I,78,GE95,
2914310,MISSOURI,HERMITAGE R-IV,26,GE80,
2914320,MISSOURI,HICKORY CO. R-I,52,GE90,
2914340,MISSOURI,HICKMAN MILLS C-1,359,80,
2914370,MISSOURI,HIGBEE R-VIII,16,GE80,
2914400,MISSOURI,LAFAYETTE CO. C-1,78,GE95,
2914430,MISSOURI,HILLSBORO R-III,275,90-94,
2914460,MISSOURI,HOLCOMB R-III,31,GE90,
2914490,MISSOURI,HOLDEN R-III,82,GE95,
2914550,MISSOURI,HOLLISTER R-V,115,GE95,
2914840,MISSOURI,HOUSTON R-I,106,90-94,
2915270,MISSOURI,PETTIS CO. R-V,24,GE80,
2915300,MISSOURI,HUMANSVILLE R-IV,21,GE80,
2915330,MISSOURI,HUME R-VIII,16,GE80,
2915390,MISSOURI,HURLEY R-I,24,GE80,
2915420,MISSOURI,IBERIA R-V,57,GE90,
2915450,MISSOURI,SCOTT CITY R-I,55,GE90,
2915480,MISSOURI,INDEPENDENCE 30,905,92,
2915510,MISSOURI,IRON CO. C-4,36,80-89,
2915600,MISSOURI,JACKSON R-II,350,93,
2915630,MISSOURI,NORTH DAVIESS R-III,3,PS,
2915660,MISSOURI,JAMESTOWN C-1,27,GE80,
2916140,MISSOURI,JASPER CO. R-V,34,GE90,
2916190,MISSOURI,JEFFERSON CITY,587,86,
2916200,MISSOURI,JEFFERSON C-123,12,GE50,
2916230,MISSOURI,JEFFERSON CO. R-VII,64,GE95,
2916290,MISSOURI,JENNINGS,151,GE95,
2916350,MISSOURI,JOPLIN SCHOOLS,523,82,
2916380,MISSOURI,CLARK CO. R-I,70,GE95,
2916400,MISSOURI,KANSAS CITY 33,1010,69,
2916450,MISSOURI,KEARNEY R-I,268,97,
2916500,MISSOURI,KENNETT 39,130,90-94,
2916530,MISSOURI,KEYTESVILLE R-III,17,GE80,
2916590,MISSOURI,KING CITY R-I,20,GE80,
2916660,MISSOURI,KINGSVILLE R-I,18,GE80,
2916740,MISSOURI,KIRKSVILLE R-III,183,90-94,
2916770,MISSOURI,KIRKWOOD R-VII,446,98,
2916830,MISSOURI,KNOB NOSTER R-VIII,65,90-94,
2916860,MISSOURI,OREGON-HOWELL R-III,38,GE90,
2916920,MISSOURI,LA MONTE R-IV,20,GE80,
2916950,MISSOURI,LA PLATA R-II,28,GE80,
2917820,MISSOURI,LADUE,313,98,
2917850,MISSOURI,LAMAR R-I,90,90-94,
2917880,MISSOURI,LAQUEY R-V,39,GE90,
2917970,MISSOURI,LATHROP R-II,84,GE95,
2918220,MISSOURI,LAWSON R-XIV,93,GE95,
2918240,MISSOURI,WEST ST. FRANCOIS CO. R-IV,58,GE90,
2918270,MISSOURI,LEBANON R-III,398,94,
2918300,MISSOURI,LEE'S SUMMIT R-VII,1389,94,
2918360,MISSOURI,LEETON R-X,25,GE80,
2918420,MISSOURI,LEOPOLD R-III,6,GE50,
2918450,MISSOURI,LESTERVILLE R-IV,24,GE80,
2918460,MISSOURI,LEWIS CO. C-1,93,GE95,
2918480,MISSOURI,LEXINGTON R-V,64,90-94,
2918510,MISSOURI,LIBERAL R-II,30,GE80,
2918540,MISSOURI,LIBERTY 53,833,94,
2918600,MISSOURI,LICKING R-VIII,59,GE90,
2918670,MISSOURI,LINCOLN R-II,35,GE90,
2918690,MISSOURI,LINDBERGH SCHOOLS,490,96,
2919080,MISSOURI,OSAGE CO. R-II,57,GE90,
2919140,MISSOURI,LOCKWOOD R-I,34,GE90,
2919170,MISSOURI,LOGAN-ROGERSVILLE R-VIII,173,90-94,
2919230,MISSOURI,LONE JACK C-6,55,GE90,
2919260,MISSOURI,LOUISIANA R-II,55,GE90,
2919350,MISSOURI,WOODLAND R-IV,58,GE90,
2919380,MISSOURI,MACKS CREEK R-V,29,GE80,
2919410,MISSOURI,MACON CO. R-I,109,85-89,
2919840,MISSOURI,MADISON C-3,20,GE80,
2919890,MISSOURI,MALDEN R-I,78,GE95,
2919920,MISSOURI,MALTA BEND R-V,1,PS,
2919980,MISSOURI,MANSFIELD R-IV,43,GE90,
2920010,MISSOURI,MAPLEWOOD-RICHMOND HEIGHTS,81,90-94,
2920050,MISSOURI,MARCELINE R-V,50,GE90,
2920160,MISSOURI,MARION C. EARLY R-V,51,GE90,
2920280,MISSOURI,MARION CO. R-II,17,GE80,
2920310,MISSOURI,MARIONVILLE R-IX,61,90-94,
2920370,MISSOURI,MARQUAND-ZION R-VI,18,GE80,
2920410,MISSOURI,MARSHALL,191,GE95,
2920430,MISSOURI,MARSHFIELD R-I,222,92,
2920490,MISSOURI,MARYVILLE R-II,110,GE95,
2920550,MISSOURI,MAYSVILLE R-I,50,GE90,
2920610,MISSOURI,MCDONALD CO. R-I,299,93,
2920640,MISSOURI,MEADVILLE R-IV,17,GE80,
2920670,MISSOURI,MEHLVILLE R-IX,863,94,
2920700,MISSOURI,SCOTLAND CO. R-I,46,GE90,
2920750,MISSOURI,NORTH MERCER CO. R-III,16,GE80,
2920810,MISSOURI,MEXICO 59,178,80-84,
2920820,MISSOURI,MIAMI R-I,12,GE50,
2920940,MISSOURI,MILAN C-2,36,GE90,
2921000,MISSOURI,MILLER R-II,46,GE90,
2921100,MISSOURI,MOBERLY,178,85-89,
2921120,MISSOURI,MONETT R-I,173,85-89,
2921210,MISSOURI,MONROE CITY R-I,62,90-94,
2921330,MISSOURI,MONTGOMERY CO. R-II,85,90-94,
2921360,MISSOURI,MONTROSE R-XIV,7,GE50,
2921420,MISSOURI,SCOTT CO. CENTRAL,32,70-79,
2921480,MISSOURI,MOUND CITY R-II,18,GE80,
2921510,MISSOURI,MOUNTAIN GROVE R-III,106,GE95,
2921540,MISSOURI,MOUNTAIN VIEW-BIRCH TREE R-III,87,90-94,
2921600,MISSOURI,MT. VERNON R-V,120,85-89,
2921660,MISSOURI,NORTHEAST NODAWAY CO. R-V,10,GE50,
2921690,MISSOURI,NORTH NODAWAY CO. R-VI,12,GE50,
2921720,MISSOURI,NAYLOR R-II,17,GE80,
2921750,MISSOURI,NEELYVILLE R-IV,44,GE90,
2921810,MISSOURI,NEOSHO R-V,327,83,
2921840,MISSOURI,NEVADA R-V,214,89,
2921875,MISSOURI,NEW BLOOMFIELD R-III,41,GE90,
2921880,MISSOURI,MACON CO. R-IV,7,GE50,
2921940,MISSOURI,NEW FRANKLIN R-I,30,GE80,
2921960,MISSOURI,NEW HAVEN,37,GE90,
2922140,MISSOURI,NEWBURG R-II,40,GE90,
2922470,MISSOURI,NEWTOWN-HARRIS R-III,8,GE50,
2922500,MISSOURI,NIANGUA R-V,24,GE80,
2922530,MISSOURI,Nixa Public Schools,411,95,
2922560,MISSOURI,NODAWAY-HOLT R-VII,21,GE80,
2922620,MISSOURI,NORBORNE R-VIII,16,GE80,
2922650,MISSOURI,NORMANDY SCHOOLS COLLABORATIVE,196,80-84,
2922710,MISSOURI,NORTH ANDREW CO. R-VI,32,GE90,
2922740,MISSOURI,NORTH CALLAWAY CO. R-I,93,90-94,
2922770,MISSOURI,NORTH HARRISON R-III,19,GE80,
2922800,MISSOURI,NORTH KANSAS CITY 74,1394,96,
2922830,MISSOURI,NORTH PLATTE CO. R-I,64,GE95,
2922860,MISSOURI,NORTHEAST RANDOLPH CO. R-IV,39,GE90,
2922890,MISSOURI,NORTHWEST R-I,512,89,
2922920,MISSOURI,NORTHWESTERN R-I,10,GE50,
2922950,MISSOURI,NORWOOD R-I,29,GE80,
2922980,MISSOURI,ADAIR CO. R-I,20,GE80,
2923010,MISSOURI,OAK GROVE R-VI,151,90-94,
2923070,MISSOURI,OAK RIDGE R-VI,24,GE80,
2923100,MISSOURI,ODESSA R-VII,137,GE95,
2923130,MISSOURI,ORAN R-III,31,GE90,
2923160,MISSOURI,ORCHARD FARM R-V,101,90-94,
2923190,MISSOURI,SOUTH HOLT CO. R-I,15,GE50,
2923220,MISSOURI,ORRICK R-XI,30,GE80,
2923250,MISSOURI,OSBORN R-O,11,GE50,
2923270,MISSOURI,OSCEOLA,45,GE90,
2923310,MISSOURI,OTTERVILLE R-VI,16,GE80,
2923340,MISSOURI,GASCONADE CO. R-II,151,90-94,
2923400,MISSOURI,LUTIE R-VI,10,GE50,
2923430,MISSOURI,OZARK R-VI,382,96,
2923460,MISSOURI,MERAMEC VALLEY R-III,215,93,
2923490,MISSOURI,PALMYRA R-I,86,GE95,
2923530,MISSOURI,PARIS R-II,32,GE90,
2923550,MISSOURI,PARK HILL,842,94,
2923580,MISSOURI,PARKWAY C-2,1373,93,
2923640,MISSOURI,MEADOW HEIGHTS R-II,36,GE90,
2923670,MISSOURI,PATTONSBURG R-II,11,GE50,
2923700,MISSOURI,PATTONVILLE R-III,430,86,
2923730,MISSOURI,RAYMORE-PECULIAR R-II,445,91,
2923760,MISSOURI,NORTH PEMISCOT CO. R-I,17,GE80,
2924530,MISSOURI,PERRY CO. 32,187,85-89,
2925110,MISSOURI,PIERCE CITY R-VI,50,GE90,
2925140,MISSOURI,PIKE CO. R-III,42,GE90,
2925170,MISSOURI,PILOT GROVE C-4,29,GE80,
2925210,MISSOURI,PLATO R-V,53,GE90,
2925230,MISSOURI,PLATTE CO. R-III,260,95,
2925290,MISSOURI,CLINTON CO. R-III,60,GE90,
2925330,MISSOURI,PLEASANT HILL R-III,144,GE95,
2925350,MISSOURI,PLEASANT HOPE R-VI,65,75-79,
2925410,MISSOURI,POLO R-VII,39,GE90,
2925450,MISSOURI,POPLAR BLUFF R-I,336,87,
2925500,MISSOURI,POTOSI R-III,183,GE95,
2925530,MISSOURI,PRAIRIE HOME R-V,9,GE50,
2925590,MISSOURI,PRINCETON R-V,28,GE80,
2925620,MISSOURI,PURDY R-II,49,GE90,
2925640,MISSOURI,PUTNAM CO. R-I,51,GE90,
2925650,MISSOURI,PUXICO R-VIII,44,GE90,
2925710,MISSOURI,RALLS CO. R-II,62,GE95,
2926070,MISSOURI,RAYTOWN C-2,729,84,
2926160,MISSOURI,REEDS SPRING R-IV,137,GE95,
2926220,MISSOURI,REPUBLIC R-III,332,94,
2926310,MISSOURI,RICH HILL R-IV,38,GE90,
2926400,MISSOURI,RICHLAND R-I,19,GE80,
2926430,MISSOURI,RICHLAND R-IV,48,GE90,
2926480,MISSOURI,RICHMOND R-XVI,88,90-94,
2926490,MISSOURI,RIDGEWAY R-V,7,GE50,
2926610,MISSOURI,RISCO R-II,8,GE50,
2926640,MISSOURI,RITENOUR,460,75,
2926670,MISSOURI,RIVERVIEW GARDENS,218,90,
2926760,MISSOURI,SPECL. SCH. DST. ST. LOUIS CO.,294,73,
2926790,MISSOURI,ROCK PORT R-II,20,GE80,
2926850,MISSOURI,ROCKWOOD R-VI,1833,97,
2926890,MISSOURI,ROLLA 31,284,88,
2926970,MISSOURI,COLE CO. R-I,60,GE90,
2927060,MISSOURI,ST. JOSEPH,729,94,
2927090,MISSOURI,SALEM R-80,143,GE95,
2927520,MISSOURI,SALISBURY R-IV,31,GE90,
2927540,MISSOURI,SARCOXIE R-II,45,70-79,
2927570,MISSOURI,SAVANNAH R-III,195,90-94,
2927600,MISSOURI,NORTHEAST VERNON CO. R-I,16,GE80,
2927630,MISSOURI,SCHOOL OF THE OSAGE,120,GE95,
2927660,MISSOURI,SCHUYLER CO. R-I,40,GE90,
2927830,MISSOURI,SEDALIA 200,349,95,
2927870,MISSOURI,SENATH-HORNERSVILLE C-8,56,GE90,
2927900,MISSOURI,SENECA R-VII,100,90-94,
2927930,MISSOURI,SEYMOUR R-II,64,90-94,
2928110,MISSOURI,SHELBY CO. R-IV,54,GE90,
2928140,MISSOURI,NORTH SHELBY,20,GE80,
2928170,MISSOURI,SHELDON R-VIII,17,GE80,
2928260,MISSOURI,SIKESTON R-6,229,93,
2928290,MISSOURI,SILEX R-I,30,GE80,
2928360,MISSOURI,SLATER,26,GE80,
2928380,MISSOURI,SMITHTON R-VI,38,80-89,
2928410,MISSOURI,SMITHVILLE R-II,241,98,
2928430,MISSOURI,SOUTH CALLAWAY CO. R-II,77,85-89,
2928470,MISSOURI,SOUTH IRON CO. R-I,19,60-79,
2928500,MISSOURI,SOUTH NODAWAY CO. R-IV,14,GE50,
2928530,MISSOURI,SOUTH PEMISCOT CO. R-V,53,GE90,
2928560,MISSOURI,SOUTHERN BOONE CO. R-I,133,GE95,
2928590,MISSOURI,SOUTHERN REYNOLDS CO. R-II,40,GE90,
2928620,MISSOURI,SOUTHLAND C-9,22,GE80,
2928680,MISSOURI,SOUTHWEST LIVINGSTON CO. R-I,21,GE80,
2928710,MISSOURI,SOUTHWEST R-V,51,GE90,
2928740,MISSOURI,SPARTA R-III,47,GE90,
2928800,MISSOURI,SPOKANE R-VII,59,80-89,
2928860,MISSOURI,SPRINGFIELD R-XII,1760,88,
2928920,MISSOURI,ST. CHARLES R-VI,408,87,
2928950,MISSOURI,FRANCIS HOWELL R-III,1325,96,
2929100,MISSOURI,ST. CLAIR R-XIII,191,85-89,
2929130,MISSOURI,ST. ELIZABETH R-IV,19,GE80,
2929170,MISSOURI,CENTRAL R-III,147,GE95,
2929250,MISSOURI,ST. JAMES R-I,131,85-89,
2929280,MISSOURI,ST. LOUIS CITY,1958,71,
2929340,MISSOURI,STANBERRY R-II,27,GE80,
2929370,MISSOURI,STE. GENEVIEVE CO. R-II,159,85-89,
2929430,MISSOURI,STEELVILLE R-III,57,GE90,
2929490,MISSOURI,STEWARTSVILLE C-2,15,GE50,
2929520,MISSOURI,STOCKTON R-I,91,85-89,
2929580,MISSOURI,STOUTLAND R-II,38,GE90,
2929610,MISSOURI,MORGAN CO. R-I,30,GE80,
2929640,MISSOURI,STRAFFORD R-VI,88,GE95,
2929700,MISSOURI,STURGEON R-V,41,GE90,
2929760,MISSOURI,SULLIVAN,141,90-94,
2929810,MISSOURI,SUMMERSVILLE R-II,23,GE80,
2929880,MISSOURI,SWEET SPRINGS R-VII,30,GE80,
2929940,MISSOURI,TARKIO R-I,19,GE80,
2930270,MISSOURI,THAYER R-II,53,GE90,
2930300,MISSOURI,TINA-AVALON R-II,13,GE50,
2930330,MISSOURI,TIPTON R-VI,50,GE90,
2930360,MISSOURI,TRENTON R-IX,81,90-94,
2930390,MISSOURI,TRI-COUNTY R-VII,14,GE50,
2930420,MISSOURI,EAST NEWTON CO. R-VI,117,GE95,
2930450,MISSOURI,TROY R-III,462,90,
2930510,MISSOURI,MILLER CO. R-III,24,60-79,
2930520,MISSOURI,TWIN RIVERS R-X,77,GE95,
2930570,MISSOURI,UNION R-XI,218,85,
2930600,MISSOURI,UNION STAR R-II,10,GE50,
2930660,MISSOURI,UNIVERSITY CITY,235,86,
2930690,MISSOURI,VALLEY PARK,66,GE95,
2930720,MISSOURI,VALLEY R-VI,22,GE80,
2930750,MISSOURI,VAN BUREN R-I,42,GE90,
2930780,MISSOURI,VAN-FAR R-I,36,GE90,
2930810,MISSOURI,VERONA R-VII,38,GE90,
2930840,MISSOURI,MORGAN CO. R-II,95,GE95,
2930870,MISSOURI,MARIES CO. R-I,47,GE90,
2930900,MISSOURI,WEST NODAWAY CO. R-I,17,GE80,
2930990,MISSOURI,WALNUT GROVE R-V,16,GE80,
2931020,MISSOURI,WARRENSBURG R-VI,224,96,
2931050,MISSOURI,WARREN CO. R-III,215,96,
2931070,MISSOURI,WARSAW R-IX,103,85-89,
2931110,MISSOURI,WASHINGTON,352,90,
2931140,MISSOURI,KINGSTON K-14,58,GE90,
2931440,MISSOURI,WAYNESVILLE R-VI,392,94,
2931460,MISSOURI,WEAUBLEAU R-III,24,GE80,
2931500,MISSOURI,WEBB CITY R-VII,316,92,
2931530,MISSOURI,WEBSTER GROVES,309,96,
2931560,MISSOURI,WELLINGTON-NAPOLEON R-IX,35,80-89,
2931620,MISSOURI,WELLSVILLE MIDDLETOWN R-I,18,GE80,
2931650,MISSOURI,WENTZVILLE R-IV,1004,94,
2931680,MISSOURI,WEST PLAINS R-VII,272,93,
2931710,MISSOURI,WEST PLATTE CO. R-II,43,GE90,
2931800,MISSOURI,MIDWAY R-I,39,GE90,
2931830,MISSOURI,OSAGE CO. R-III,100,GE95,
2931860,MISSOURI,WESTRAN R-I,62,90-94,
2931920,MISSOURI,WHEATLAND R-II,19,GE80,
2931950,MISSOURI,WHEATON R-III,16,GE80,
2932010,MISSOURI,WILLARD R-II,304,96,
2932070,MISSOURI,WILLOW SPRINGS R-IV,86,GE95,
2932100,MISSOURI,WINDSOR C-1,251,92,
2932110,MISSOURI,HENRY CO. R-I,54,GE90,
2932190,MISSOURI,WINFIELD R-IV,120,90-94,
2932220,MISSOURI,WINONA R-III,31,GE90,
2932250,MISSOURI,WINSTON R-VI,16,GE80,
2932300,MISSOURI,WORTH CO. R-III,27,GE80,
2932310,MISSOURI,WRIGHT CITY R-II OF WARREN CO.,109,80-84,
2932490,MISSOURI,ZALMA R-V,14,GE50,
3000095,MONTANA,Lame Deer H S,48,40-49,
