State,Year,Total Revenues,Total Expenditures,Enrollment,Average Math Score (4th Grade),Average Math Score (8th Grade),Average Reading Score (4th Grade),Average Reading Score (8th Grade)
Wisconsin,2011,11664303.0,11440718.0,864251.0,244.691865519641,288.665932686223,221.23990687237202,267.16702974162
Wisconsin,2012,11139967.0,10724377.0,863314.0,,,,
Wisconsin,2013,11097447.0,10845059.0,863737.0,244.706291648161,288.74578084165404,220.818103448031,267.54299418783296
Wisconsin,2014,11330253.0,11255186.0,865119.0,,,,
Wisconsin,2015,11637376.0,11553677.0,861813.0,243.31021131879902,289.077749211995,223.35635551293498,269.533726363214
Wisconsin,2016,11697466.0,11787535.0,857736.0,,,,
Wisconsin,2017,,,,240.389213393097,288.14314431546904,219.612694271246,269.371456395493
Wyoming,1990,,,,,272.147965478912,,
Wyoming,1992,,,,225.377591635114,275.080076053804,222.983186582396,
Wyoming,1993,615130.0,614807.0,100313.0,,,,
Wyoming,1994,674921.0,623146.0,100899.0,,,221.185555866572,
Wyoming,1995,634237.0,642935.0,100314.0,,,,
Wyoming,1996,664057.0,676305.0,99859.0,223.196002932912,274.77894697866697,,
Wyoming,1997,660079.0,695127.0,98777.0,,,,
Wyoming,1998,703280.0,706801.0,96504.0,,,219.010779618272,262.118986062654
Wyoming,1999,780875.0,739019.0,94420.0,,,,
Wyoming,2000,787323.0,769923.0,91883.0,229.251922742069,276.68998034322004,,
Wyoming,2001,804297.0,787949.0,89711.0,,,,
Wyoming,2002,908719.0,868607.0,87897.0,,,221.129753649229,264.938465791346
Wyoming,2003,962240.0,915515.0,85966.0,241.08570064627898,283.50334994463,222.075166369555,267.00102854451
Wyoming,2004,974888.0,953916.0,86925.0,,,,
Wyoming,2005,1132160.0,1033603.0,84146.0,242.955913765367,282.10060959815496,223.262145963811,268.124234884295
Wyoming,2006,1150345.0,1146527.0,86155.0,,,,
Wyoming,2007,1477891.0,1390344.0,85034.0,243.86691506428397,286.987771483089,225.289483281059,266.22554358249
Wyoming,2008,1602514.0,1517325.0,85991.0,,,,
Wyoming,2009,1675761.0,1658156.0,86971.0,242.009195680162,286.10403398533,222.65219632999901,268.159428117446
Wyoming,2010,1718605.0,1696177.0,87379.0,,,,
Wyoming,2011,1650621.0,1656850.0,88165.0,243.874435027563,287.767926048951,224.062278090794,269.568729685871
Wyoming,2012,1664983.0,1670728.0,89994.0,,,,
Wyoming,2013,1695967.0,1675477.0,91533.0,246.52240092011502,288.119137263578,225.84897495660198,270.966172221906
Wyoming,2014,1772633.0,1775999.0,92732.0,,,,
Wyoming,2015,1962874.0,1942406.0,93867.0,246.75976446726798,286.666547067471,228.160802772906,268.803363090763
Wyoming,2016,2044669.0,2034229.0,94511.0,,,,
Wyoming,2017,,,,247.82061920913398,288.761811740442,226.83121099577002,269.020028155068
