STNAM,FIPST,LEAID,LEANM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
MAINE,23,2314822,RSU 71,148,82,1,PS,3,PS,2,PS,,,3,PS,139,80-84,35,60-69,77,70-74,,,1-Jul-17
MARYLAND,24,2400027,SEED School of Maryland,35,95,,,,,35,GE90,,,,,,,1,PS,29,GE80,,,1-Jul-17
MARYLAND,24,2400030,Allegany County Public Schools,666,90,2,PS,3,PS,25,GE80,5,PS,24,GE80,607,90,78,75-79,301,83,,,1-Jul-17
MARYLAND,24,2400060,Anne Arundel County Public Schools,5726,89,21,GE80,233,90-94,1198,87,547,78,282,90-94,3445,91,405,66,1439,81,103,30-34,1-Jul-17
MARYLAND,24,2400090,Baltimore City Public Schools,5131,71,11,LT50,77,80-84,4411,71,266,60-64,6,GE50,360,70,837,48,3555,66,119,55-59,1-Jul-17
MARYLAND,24,2400120,Baltimore County Public Schools,7906,89,22,GE80,516,95,3359,90,486,78,185,85-89,3338,90,814,70,2977,85,130,45-49,1-Jul-17
MARYLAND,24,2400150,Calvert County Public Schools,1322,94,4,PS,29,GE80,216,85-89,50,GE90,67,90-94,956,96,64,75-79,204,90-94,2,PS,1-Jul-17
MARYLAND,24,2400180,Caroline County Public Schools,353,89,2,PS,3,PS,65,85-89,22,GE80,27,GE80,234,90-94,30,60-79,171,80-84,3,PS,1-Jul-17
MARYLAND,24,2400210,Carroll County Public Schools,2238,95,8,GE50,45,GE90,107,90-94,93,85-89,34,GE90,1951,95,181,80-84,345,82,11,GE50,1-Jul-17
MARYLAND,24,2400240,Cecil County Public Schools,1230,91,4,PS,14,GE50,115,85-89,66,85-89,61,85-89,970,92,131,65-69,458,83,6,GE50,1-Jul-17
MARYLAND,24,2400270,Charles County Public Schools,2183,92,14,GE50,75,GE95,1179,91,108,90-94,106,90-94,701,94,173,70-74,600,83,15,GE50,1-Jul-17
MARYLAND,24,2400300,Dorchester County Public Schools,296,86,,,1,PS,97,85-89,17,60-79,19,GE80,162,85-89,23,40-59,156,80-84,3,PS,1-Jul-17
MARYLAND,24,2400330,Frederick County Public Schools,3072,92,10,GE50,146,GE95,322,85,361,81,139,85-89,2094,95,218,70-74,576,82,49,30-39,1-Jul-17
MARYLAND,24,2400360,Garrett County Public Schools,299,92,,,1,PS,,,2,PS,6,GE50,290,90-94,22,GE80,96,85-89,,,1-Jul-17
MARYLAND,24,2400390,Harford County Public Schools,2888,89,6,GE50,109,90-94,506,83,172,85-89,123,80-84,1972,91,318,70,700,78,16,21-39,1-Jul-17
MARYLAND,24,2400420,Howard County Public Schools,4242,93,11,GE50,679,95,949,90,397,81,231,GE95,1975,96,279,65-69,773,83,60,20-29,1-Jul-17
MARYLAND,24,2400450,Kent County Public Schools,140,87,,,,,30,GE80,9,GE50,4,PS,97,85-89,22,60-79,54,80-89,1,PS,1-Jul-17
MARYLAND,24,2400480,Montgomery County Public Schools,11259,90,22,GE80,1621,96,2566,88,2853,80,478,93,3719,96,1187,72,2867,83,513,48,1-Jul-17
MARYLAND,24,2400510,Prince George's County Public Schools,9015,81,32,70-79,306,91,6197,85,1969,67,175,90-94,336,80,1015,67,4621,77,506,50,1-Jul-17
MARYLAND,24,2400540,Queen Anne's County Public Schools,543,96,1,PS,5,PS,44,GE90,27,GE80,18,GE80,448,96,47,80-89,116,90-94,4,PS,1-Jul-17
MARYLAND,24,2400570,Somerset County Public Schools,178,82,,,3,PS,84,80-84,8,GE50,11,GE50,72,85-89,31,60-69,95,75-79,3,PS,1-Jul-17
MARYLAND,24,2400600,St. Mary's County Public Schools,1218,94,5,PS,32,GE90,213,85-89,63,GE95,60,GE90,845,95,83,70-74,316,87,4,PS,1-Jul-17
MARYLAND,24,2400630,Talbot County Public Schools,352,86,1,PS,10,GE50,52,70-79,31,60-69,6,GE50,252,90-94,45,60-69,121,70-74,10,LT50,1-Jul-17
MARYLAND,24,2400660,Washingtion County Public Schools,1656,91,3,PS,29,GE80,217,85-89,91,85-89,76,85-89,1240,92,151,65-69,651,87,12,GE50,1-Jul-17
MARYLAND,24,2400690,Wicomico County Public Schools,995,82,3,PS,32,GE90,381,76,63,70-74,43,70-79,473,86,103,50-54,448,75,17,40-59,1-Jul-17
MARYLAND,24,2400720,Worcester County Public Schools,503,92,1,PS,13,GE50,97,90-94,12,GE50,26,GE80,354,91,51,70-79,199,85-89,1,PS,1-Jul-17
MASSACHUSETTS,25,2500001,Quabbin,204,86,,,2,PS,3,PS,9,GE50,5,PS,185,85-89,33,60-69,51,60-69,1,PS,1-Jul-17
MASSACHUSETTS,25,2500002,Spencer-E Brookfield,112,72,,,2,PS,,,7,GE50,8,GE50,95,75-79,19,40-59,57,50-59,,,1-Jul-17
MASSACHUSETTS,25,2500013,Southwick-Tolland-Granville Regional School District,164,92,,,4,PS,2,PS,3,PS,2,PS,153,90-94,30,GE80,27,60-79,,,1-Jul-17
MASSACHUSETTS,25,2500021,Academy Of the Pacific Rim Charter Public (District),56,95,,,,,36,GE90,6,GE50,2,PS,12,GE50,14,GE50,32,GE90,,,1-Jul-17
MASSACHUSETTS,25,2500025,Innovation Academy Charter (District),80,87,,,3,PS,4,PS,4,PS,1,PS,68,90-94,22,60-79,12,GE50,1,PS,1-Jul-17
MASSACHUSETTS,25,2500026,City on a Hill Charter Public School Circuit Street (Distric,59,64.5,,,,,41,60-69,18,60-79,,,,,12,GE50,57,70-79,5,PS,1-Jul-17
MASSACHUSETTS,25,2500028,Sabis International Charter (District),110,97.5,,,2,PS,39,GE90,34,GE90,8,GE50,27,GE80,13,GE50,64,GE95,,,1-Jul-17
MASSACHUSETTS,25,2500035,Martha's Vineyard Charter (District),7,75,,,,,1,PS,,,,,6,GE50,2,PS,5,PS,,,1-Jul-17
MASSACHUSETTS,25,2500036,Ma Academy for Math and Science,47,95,,,20,GE80,1,PS,2,PS,1,PS,23,GE80,,,2,PS,,,1-Jul-17
MASSACHUSETTS,25,2500038,Francis W. Parker Charter Essential (District),54,84.5,,,1,PS,1,PS,2,PS,1,PS,49,80-89,12,GE50,7,GE50,,,1-Jul-17
MASSACHUSETTS,25,2500040,South Shore Charter Public (District),40,95,,,,,12,GE50,1,PS,5,PS,22,GE80,6,GE50,13,GE50,2,PS,1-Jul-17
MASSACHUSETTS,25,2500044,Pioneer Valley Performing Arts Charter Public (District),68,92,1,PS,4,PS,2,PS,5,PS,4,PS,52,GE90,18,GE80,15,GE50,,,1-Jul-17
MASSACHUSETTS,25,2500046,Prospect Hill Academy Charter (District),78,92,,,4,PS,47,GE90,15,GE50,1,PS,11,GE50,12,GE50,59,GE90,,,1-Jul-17
MASSACHUSETTS,25,2500051,Abby Kelley Foster Charter Public (District),77,97.5,,,4,PS,21,GE80,26,GE80,7,GE50,19,GE80,5,PS,51,GE90,,,1-Jul-17
MASSACHUSETTS,25,2500052,Foxborough Regional Charter (District),64,97.5,,,6,GE50,19,GE80,4,PS,2,PS,33,GE90,9,GE50,15,GE50,3,PS,1-Jul-17
MASSACHUSETTS,25,2500053,Boston Collegiate Charter (District),59,95,,,,,14,GE50,9,GE50,1,PS,35,GE90,8,GE50,26,GE80,,,1-Jul-17
MASSACHUSETTS,25,2500054,Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,75,87,,,4,PS,36,80-89,29,GE80,1,PS,5,PS,12,GE50,62,85-89,15,GE50,1-Jul-17
MASSACHUSETTS,25,2500055,Mystic Valley Regional Charter (District),104,97.5,,,14,GE50,19,GE80,2,PS,4,PS,65,GE95,16,GE80,30,GE80,,,1-Jul-17
MASSACHUSETTS,25,2500057,Rising Tide Charter Public (District),41,95,,,,,1,PS,1,PS,1,PS,38,GE90,8,GE50,10,GE50,,,1-Jul-17
MASSACHUSETTS,25,2500058,Sturgis Charter Public (District),200,97.5,,,3,PS,,,6,GE50,8,GE50,183,GE95,29,GE80,41,GE90,,,1-Jul-17
MASSACHUSETTS,25,2500066,MATCH Charter Public School (District),61,62,,,,,37,50-59,20,GE80,1,PS,3,PS,16,LE20,50,60-69,,,1-Jul-17
MASSACHUSETTS,25,2500067,Manchester Essex Regional,115,97.5,,,,,,,,,,,115,GE95,12,GE50,9,GE50,1,PS,1-Jul-17
MASSACHUSETTS,25,2500070,Codman Academy Charter Public (District),24,69.5,,,,,20,60-79,4,PS,,,,,9,GE50,23,60-79,,,1-Jul-17
MASSACHUSETTS,25,2500073,Sizer School: A North Central Charter Essential (District),34,54.5,,,,,2,PS,4,PS,1,PS,27,60-79,11,LT50,16,40-59,,,1-Jul-17
MASSACHUSETTS,25,2500076,Four Rivers Charter Public (District),36,84.5,,,,,1,PS,2,PS,1,PS,32,80-89,11,GE50,20,GE80,,,1-Jul-17
MASSACHUSETTS,25,2500079,Berkshire Arts and Technology Charter Public (District),23,90,,,2,PS,3,PS,1,PS,,,17,GE80,7,GE50,14,GE50,1,PS,1-Jul-17
MASSACHUSETTS,25,2500080,Boston Preparatory Charter Public (District),52,74.5,,,1,PS,30,60-79,16,60-79,4,PS,1,PS,5,PS,24,60-79,8,GE50,1-Jul-17
MASSACHUSETTS,25,2500082,KIPP Academy Lynn Charter (District),77,87,,,4,PS,25,GE80,41,80-89,1,PS,6,GE50,7,GE50,69,85-89,5,PS,1-Jul-17
MASSACHUSETTS,25,2500084,Salem Academy Charter (District),47,84.5,,,3,PS,5,PS,17,GE80,,,22,GE80,10,GE50,36,80-89,3,PS,1-Jul-17
MASSACHUSETTS,25,2500085,Advanced Math and Science Academy Charter (District),181,97.5,,,55,GE90,9,GE50,12,GE50,5,PS,100,GE95,4,PS,19,GE80,,,1-Jul-17
MASSACHUSETTS,25,2500086,Community Charter School of Cambridge (District),53,95,1,PS,1,PS,34,GE90,15,GE50,1,PS,1,PS,12,GE50,46,GE90,1,PS,1-Jul-17
MASSACHUSETTS,25,2500090,Phoenix Charter Academy (District),80,22,,,1,PS,10,LT50,63,20-24,,,6,LT50,13,LT50,15,LT50,40,19-Nov,1-Jul-17
MASSACHUSETTS,25,2500518,Pioneer Charter School of Science (District),55,95,1,PS,2,PS,18,GE80,17,GE80,,,17,GE80,4,PS,35,GE90,4,PS,1-Jul-17
MASSACHUSETTS,25,2500519,Global Learning Charter Public (District),23,90,,,,,2,PS,8,GE50,,,13,GE50,6,GE50,22,GE80,,,1-Jul-17
MASSACHUSETTS,25,2500522,Hampden Charter School of Science (District),35,95,,,1,PS,9,GE50,11,GE50,,,14,GE50,6,GE50,27,GE80,,,1-Jul-17
MASSACHUSETTS,25,2500526,Boston Green Academy Horace Mann Charter School (District),64,77,,,2,PS,37,80-89,17,60-79,1,PS,7,GE50,21,GE80,37,70-79,10,GE50,1-Jul-17
MASSACHUSETTS,25,2500532,New Liberty Charter School of Salem (District),26,10,,,,,,,13,LT50,4,PS,9,LT50,10,LT50,18,LE20,5,PS,1-Jul-17
MASSACHUSETTS,25,2500541,Somerset Berkley Regional School District,240,96,,,3,PS,5,PS,7,GE50,2,PS,223,GE95,36,80-89,56,GE90,,,1-Jul-17
MASSACHUSETTS,25,2500542,Ayer Shirley School District,93,92,,,4,PS,6,GE50,11,GE50,8,GE50,64,90-94,17,GE80,35,GE90,5,PS,1-Jul-17
MASSACHUSETTS,25,2500544,Monomoy Regional School District,118,87,1,PS,1,PS,13,GE50,5,PS,5,PS,93,85-89,18,60-79,48,70-79,5,PS,1-Jul-17
MASSACHUSETTS,25,2500547,Paulo Freire Social Justice Charter School (District),58,74.5,,,,,2,PS,51,80-89,,,5,PS,9,LT50,47,70-79,2,PS,1-Jul-17
MASSACHUSETTS,25,2500551,Massachusetts Virtual Academy at Greenfield Commonwealth Vir,45,44.5,,,1,PS,2,PS,6,LT50,1,PS,35,40-49,10,LT50,26,21-39,,,1-Jul-17
MASSACHUSETTS,25,2500554,Essex North Shore Agricultural and Technical School District,236,97,,,3,PS,3,PS,24,GE80,3,PS,203,GE95,59,GE90,57,GE90,,,1-Jul-17
MASSACHUSETTS,25,2500555,Phoenix Academy Public Charter High School Springfield (Dist,55,5,,,1,PS,18,LE20,32,LE10,1,PS,3,PS,15,LT50,49,LE10,7,LT50,1-Jul-17
MASSACHUSETTS,25,2500556,TEC Connections Academy Commonwealth Virtual School District,138,32,1,PS,2,PS,7,LT50,12,LT50,10,LT50,106,30-34,28,LE20,53,19-Nov,1,PS,1-Jul-17
MASSACHUSETTS,25,2501650,Abington,118,92,,,,,7,GE50,2,PS,5,PS,104,90-94,17,60-79,42,GE90,1,PS,1-Jul-17
MASSACHUSETTS,25,2501710,Acton-Boxborough,487,97,1,PS,114,GE95,8,GE50,13,GE50,11,GE50,340,97,88,85-89,50,80-89,9,GE50,1-Jul-17
MASSACHUSETTS,25,2501780,Adams-Cheshire,72,82,2,PS,,,5,PS,2,PS,,,63,80-84,17,60-79,46,70-79,,,1-Jul-17
MASSACHUSETTS,25,2501800,Agawam,340,93,1,PS,7,GE50,6,GE50,22,GE80,7,GE50,297,90-94,64,80-84,135,80-84,3,PS,1-Jul-17
MASSACHUSETTS,25,2501860,Amesbury,175,92,,,2,PS,2,PS,9,GE50,7,GE50,155,90-94,35,70-79,34,80-89,2,PS,1-Jul-17
MASSACHUSETTS,25,2501920,Amherst-Pelham,235,89,,,21,GE80,18,GE80,27,60-79,18,GE80,151,85-89,62,70-74,76,75-79,7,GE50,1-Jul-17
MASSACHUSETTS,25,2501950,Andover,454,94,2,PS,64,GE95,5,PS,18,GE80,14,GE50,351,94,84,75-79,48,70-79,5,PS,1-Jul-17
MASSACHUSETTS,25,2501980,Arlington,328,95,1,PS,42,GE90,16,GE80,15,GE50,4,PS,250,GE95,61,80-84,44,80-89,12,GE50,1-Jul-17
MASSACHUSETTS,25,2502040,Ashburnham-Westminster,171,92,,,1,PS,2,PS,6,GE50,5,PS,157,90-94,37,70-79,55,GE90,,,1-Jul-17
MASSACHUSETTS,25,2502100,Ashland,188,92,,,9,GE50,2,PS,13,GE50,4,PS,160,90-94,31,70-79,35,70-79,4,PS,1-Jul-17
MASSACHUSETTS,25,2502110,Assabet Valley Regional Vocational Technical,246,96,1,PS,4,PS,1,PS,33,80-89,8,GE50,199,GE95,88,GE95,110,GE95,10,GE50,1-Jul-17
MASSACHUSETTS,25,2502160,Athol-Royalston,112,72,,,,,4,PS,8,GE50,2,PS,98,70-74,34,40-49,69,60-64,2,PS,1-Jul-17
MASSACHUSETTS,25,2502190,Attleboro,471,85,3,PS,27,GE80,30,GE80,54,80-89,21,GE80,336,84,82,55-59,147,70-74,23,60-79,1-Jul-17
MASSACHUSETTS,25,2502220,Auburn,161,97.5,,,4,PS,4,PS,10,GE50,4,PS,139,GE95,14,GE50,53,GE90,3,PS,1-Jul-17
MASSACHUSETTS,25,2502250,Avon,48,84.5,,,2,PS,21,GE80,3,PS,,,22,60-79,15,GE50,28,GE80,,,1-Jul-17
MASSACHUSETTS,25,2502310,Barnstable,407,83,8,GE50,15,GE50,27,40-59,30,60-79,21,60-79,306,88,64,45-49,141,70-74,21,60-79,1-Jul-17
MASSACHUSETTS,25,2502400,Bedford,219,92,2,PS,16,GE80,14,GE50,12,GE50,5,PS,170,90-94,43,70-79,30,60-79,3,PS,1-Jul-17
MASSACHUSETTS,25,2502430,Belchertown,184,92,,,4,PS,2,PS,6,GE50,5,PS,167,90-94,30,60-79,38,70-79,1,PS,1-Jul-17
MASSACHUSETTS,25,2502460,Bellingham,173,87,1,PS,2,PS,2,PS,6,GE50,5,PS,157,85-89,39,60-69,62,80-84,2,PS,1-Jul-17
MASSACHUSETTS,25,2502490,Belmont,320,96,,,63,GE95,12,GE50,13,GE50,15,GE50,217,GE95,29,GE80,57,GE90,10,GE50,1-Jul-17
MASSACHUSETTS,25,2502530,Berkshire Hills,144,92,,,4,PS,3,PS,6,GE50,7,GE50,124,90-94,28,60-79,54,80-89,5,PS,1-Jul-17
MASSACHUSETTS,25,2502580,Berlin-Boylston,72,92,,,,,2,PS,,,3,PS,67,90-94,11,GE50,10,GE50,,,1-Jul-17
MASSACHUSETTS,25,2502640,Beverly,362,90,,,12,GE50,7,GE50,18,GE80,4,PS,321,90,66,65-69,89,70-74,5,PS,1-Jul-17
MASSACHUSETTS,25,2502670,Billerica,320,92,,,14,GE50,4,PS,10,GE50,3,PS,289,90-94,41,60-69,72,75-79,7,GE50,1-Jul-17
